10000 50000
724 9112 654
9470 6778 270
677 2513 480
298 7845 776
1700 1582 192
2347 8668 167
8390 5296 109
8352 6252 939
37 1181 872
486 9107 664
1402 8232 576
9741 8806 80
888 8936 630
4767 7488 407
125 9173 763
3416 394 192
8306 7503 214
2001 3393 688
7029 1808 628
1414 8947 533
5775 1540 90
3914 1661 92
6022 4489 310
5066 4845 152
8095 9935 591
5486 3146 8
1291 1228 45
1862 9810 220
8521 6313 467
6674 9412 665
3454 1307 935
353 965 734
501 2212 871
7057 898 185
4806 7237 262
2197 4139 807
4923 5709 30
5315 6263 97
2656 7256 167
7754 5340 281
4091 215 423
8811 342 349
3781 8912 908
5845 5385 2
3912 5613 814
1299 8716 166
1717 579 846
5139 6963 643
5520 6014 66
8802 1996 989
7504 2639 217
8698 874 666
8821 4013 961
6676 8500 707
1468 3479 224
4708 223 732
4262 7067 733
1938 2888 626
7176 2726 708
4658 6404 255
5599 4212 984
453 1503 708
3427 4251 634
9685 2326 672
1137 9795 70
6408 4979 80
1047 1096 549
238 1203 371
1220 2330 571
1849 8088 664
8360 4480 943
7373 2914 922
1639 4176 311
6468 6700 714
2838 7289 746
1553 7546 351
5286 3375 32
6356 3706 110
3422 5746 687
5497 4549 640
160 3112 75
1466 2589 802
9617 5111 678
4309 2959 47
2353 7887 100
937 6275 261
1457 9332 598
3657 1016 67
4847 242 275
2131 5822 373
8883 2888 142
6051 4122 380
6000 2723 536
1826 4068 932
2716 4674 780
6238 492 230
3177 3588 781
6294 5985 247
7729 4307 891
123 828 102
6183 6051 241
4617 481 484
7181 7986 119
1800 7535 569
8063 1535 415
1929 7945 492
2847 3780 437
7213 994 122
3125 1112 273
5916 7273 481
3917 5546 569
938 1171 522
3643 7929 763
3536 9222 626
6163 1803 62
7075 8598 58
3927 8544 175
8363 5181 218
1662 1361 489
4346 7675 947
7551 2158 77
7422 5207 101
3364 4597 679
5918 1116 123
7781 7890 264
2948 8348 12
8432 400 660
7705 527 551
3835 8175 681
9911 2282 667
5971 2376 397
5275 684 878
6024 2977 717
3717 256 613
7511 1342 461
3554 588 293
7192 2301 860
3138 4988 767
5144 9556 205
1085 6586 26
2706 206 369
7933 3819 68
7816 6122 524
8062 3477 637
3545 3152 854
7707 3308 318
7480 4439 232
5272 520 417
2908 5622 423
376 9315 383
2655 3906 848
2 2536 623
4224 9939 466
7783 9205 562
6333 2255 268
3939 9209 124
4487 6816 153
2245 8555 139
9525 5262 908
932 2748 240
6927 2744 83
9594 7412 809
6699 4148 910
9341 3653 881
2470 4406 991
6680 1553 53
7136 1705 991
286 4745 73
4734 2870 892
2267 6882 76
8673 6174 870
4919 8401 598
1910 7311 250
8185 8690 601
6054 8550 986
9147 3156 447
1245 9702 920
4150 9344 392
2974 4188 659
3875 6750 376
8582 4217 694
1202 935 640
7728 3478 689
5375 157 456
7788 5571 695
2953 7626 982
5312 3815 441
1457 3393 556
6702 6570 985
2194 3809 380
5892 6227 680
8099 5978 131
3646 3521 901
4358 1852 37
8353 2228 906
6654 6894 662
1274 7693 597
7440 5440 591
8895 5827 354
7163 5152 180
7892 288 693
2636 6455 379
1919 4787 856
9015 3342 650
4072 9702 990
3216 6049 785
4929 4190 168
1060 9848 466
9646 747 204
245 9756 548
6754 9185 279
476 1147 818
77 2837 88
4078 64 178
3767 2859 272
3872 316 25
1871 1351 958
1449 3249 153
7698 5494 76
8557 5716 328
4780 6838 766
7845 4235 342
900 1375 271
2661 4350 94
1038 857 714
4308 2158 811
5384 5598 514
8057 2311 193
9915 9181 825
839 2521 860
6927 6311 303
272 3758 319
1182 7740 97
1075 9604 156
3134 7408 824
7674 3788 638
1528 7731 579
7134 2264 14
3157 9543 221
1767 7492 247
4235 8213 434
8549 8735 340
935 506 235
385 3620 526
4764 3464 656
7442 3151 924
3013 3352 319
4272 2150 162
1016 3707 475
5552 5073 407
5168 8567 739
5019 911 794
9981 5169 92
4808 804 333
8417 3872 155
2871 4016 473
495 3239 329
1959 8303 736
8540 5944 703
7806 8671 319
1227 1740 675
1147 6341 448
7922 1092 259
8414 3635 461
5214 7813 961
6855 6089 548
7321 5155 634
836 1719 788
7466 1439 653
4564 2179 39
9134 2112 65
7632 575 308
1122 5583 448
8516 1404 149
6453 1540 734
839 522 295
2212 8683 110
1157 5177 168
8713 9890 854
6657 2770 246
2845 6338 784
6976 5538 372
2019 3978 470
9042 1916 94
4252 6335 485
3710 3030 619
4730 7622 403
3307 2123 767
3172 8045 110
8405 5551 822
4061 453 262
8402 7687 834
2433 5263 321
2831 5596 700
3072 6855 58
1 3796 589
5632 170 807
4166 9937 41
614 5358 234
5206 4357 973
5993 4940 384
5781 6462 388
4652 1806 966
3721 206 932
6726 9289 774
4003 855 911
2808 2466 833
5026 4148 517
5339 6236 448
5031 2188 246
8832 5511 687
898 5657 918
2828 5238 900
2278 8889 669
786 8974 467
5559 7704 802
7565 3508 747
5577 5913 256
1048 1644 122
5359 425 925
418 3720 379
1157 1108 510
860 3251 881
7570 6583 319
7809 6194 318
9448 7708 327
5651 5104 757
5771 9392 937
1734 9828 602
8495 1121 496
7309 6822 13
3720 3406 214
5936 8892 372
2045 9312 36
7561 9680 583
7083 387 735
2146 7033 95
3011 8579 298
8440 5842 104
3642 9892 821
946 3588 376
7101 2584 390
1261 6829 207
5361 4944 337
8446 3060 504
8959 8197 12
2347 9910 980
6193 9193 922
2688 3003 18
9033 1848 890
9324 5926 55
908 3397 518
383 8231 872
3524 8368 474
2530 9174 219
2354 2510 647
7180 498 435
2232 9865 705
4245 9898 283
3830 6885 222
8408 7672 56
1513 92 822
5573 2710 767
3883 8823 262
3802 8465 842
2874 3803 618
2865 3309 1000
9593 1799 768
7575 9734 728
3536 4465 857
6953 8370 54
8001 28 454
1414 1140 920
9163 6800 146
5241 7536 176
3546 8896 345
6688 4016 204
3730 2641 891
6719 5841 634
7143 4967 318
2653 3580 457
1392 2335 198
9662 5173 128
8266 4851 189
6842 7859 861
7206 9700 498
7750 4539 483
8495 3243 484
9698 8339 149
8194 2772 239
1200 5763 719
6282 1140 414
1645 5801 752
6965 5498 361
6421 2495 477
9381 8976 7
682 7811 363
8337 6580 975
7087 4886 161
9080 64 973
2380 5994 695
6533 5351 605
9362 3599 349
2562 9001 566
6594 2988 293
1891 2227 920
438 5295 826
7858 7222 508
4500 5954 534
324 5731 563
8715 5326 655
7813 1904 341
4170 6342 625
9980 9261 805
4269 274 380
6352 1100 372
8830 196 283
5445 4717 842
8110 2625 962
6181 356 78
3164 3435 61
2303 2406 319
3735 3592 59
7153 4322 125
1754 2357 565
9024 1467 792
2434 7111 858
3161 653 767
8140 6320 433
1526 2940 612
2069 4942 40
1377 916 165
2035 639 23
5370 2760 116
7591 2654 110
2964 3235 624
5864 3244 370
1980 7118 334
6404 6701 260
7309 3811 495
400 2868 170
2947 2494 813
5751 965 457
8687 549 802
7202 8967 810
9432 226 463
7192 377 616
5521 6486 524
2416 788 937
9188 8462 146
8138 2867 705
6280 2566 708
75 8197 822
8435 91 865
5930 6784 723
3097 9336 390
6697 5468 983
7857 9503 952
2642 5183 917
6170 3127 276
3456 70 594
5346 5214 658
9172 4297 821
5518 2596 588
8946 8007 975
4507 1359 504
760 2442 439
1353 9393 425
4818 9609 520
7000 71 90
9649 2188 106
6167 4532 898
1862 9931 893
7133 7238 904
4204 1332 748
7354 6035 100
584 8091 855
4903 3514 67
4229 4553 801
6070 3370 943
8321 8205 540
6991 9367 710
4548 7474 659
5205 6574 700
7745 1943 48
2373 4836 55
9861 8862 755
2148 5760 653
6168 4081 266
8296 544 456
7830 418 89
1340 563 221
7611 9842 481
1318 4767 352
9973 3036 980
2238 1967 661
3046 8194 267
5510 2690 168
3655 7764 879
3667 4099 266
998 3623 165
4946 1033 646
6277 8731 640
7267 3477 101
6821 7694 825
5124 990 763
6283 3801 669
7591 7878 843
8683 3210 946
4240 2629 534
1961 9078 326
6637 2748 937
2246 7705 481
8079 4388 577
6023 1620 568
8150 9656 337
2656 5616 908
1562 6024 389
1838 2299 511
9540 4630 991
5410 6308 592
8969 2919 322
469 5207 210
7508 2031 980
4656 7458 645
6053 9224 797
5936 7875 973
3240 8900 982
2865 5903 193
9909 3119 308
4801 4001 727
9610 1054 431
161 3434 567
1161 3371 528
8314 1935 772
3887 1808 701
4697 1650 198
9512 29 273
806 6988 90
4595 5128 917
9313 144 528
6811 5734 925
9658 8728 845
2961 214 587
3321 2936 928
3672 1665 216
1992 4381 600
8446 5300 692
6293 6636 715
440 1102 611
6954 1810 850
4430 8427 152
7009 5967 892
361 446 56
7004 8705 670
6311 2639 381
5987 9031 137
5881 6063 262
8905 2321 167
2591 2484 153
1808 9642 816
2044 2622 317
8237 9291 589
1573 9182 509
6761 7591 557
247 951 242
6924 2301 243
94 3963 917
5855 3956 793
1516 7822 604
6349 7034 344
7804 681 228
801 7415 516
3913 616 619
2964 3247 72
4256 1346 793
5433 1455 347
1291 6940 773
5054 1215 525
7322 4003 703
2534 2819 313
7077 5313 954
1739 8413 440
2719 9618 47
8155 2005 868
2565 956 292
8304 649 344
782 1678 534
3133 8366 415
2754 3750 686
3432 7099 266
7436 1498 246
7652 58 719
3649 6526 104
3250 6683 90
8784 4713 374
5488 4065 273
5409 3646 39
6565 6825 705
7056 1132 160
1389 1154 59
8896 3144 270
1636 6265 515
8002 4145 199
1625 8120 577
7338 4783 65
9655 7758 130
2315 1099 496
7165 2081 676
412 3028 593
740 1227 116
5276 3932 56
3620 9551 972
4395 5701 175
6008 6662 730
4537 2650 449
7175 2943 4
2163 1498 557
7056 3853 653
2545 4270 735
1916 1887 828
6235 1506 688
3620 59 157
693 5793 87
5014 9669 326
9159 9637 453
9270 8735 202
5098 8499 210
7912 5527 130
6122 5811 523
9160 9634 228
4545 8239 132
8255 366 429
7040 9794 190
714 8713 301
4518 1948 789
7305 6143 530
7804 4079 722
8369 8888 385
8913 4757 301
6586 521 839
4207 7906 329
3488 7406 883
5864 5019 466
5889 1412 773
5904 3397 846
3830 7080 671
4191 6003 711
274 4469 562
997 5599 370
6711 530 448
9967 8597 912
5005 3756 349
5520 7737 112
3047 7989 105
6050 3228 277
7982 708 730
2148 5552 870
6883 7196 296
6901 2545 322
2521 3004 730
2585 5770 288
993 4020 340
601 2835 913
883 6999 435
3150 2495 792
6138 8343 123
1824 4450 451
8364 6512 610
4182 331 402
6390 3044 389
181 6091 117
5260 5455 130
574 3087 212
333 9493 691
9383 3796 301
1610 3279 726
3943 3823 483
9600 9415 904
5275 1987 38
9365 5330 529
9862 1474 523
7540 2004 244
3486 7217 319
6823 5950 16
3739 1900 340
6544 3938 670
6920 3990 342
9621 3941 387
621 8514 816
9013 4976 276
7690 7850 480
223 890 680
6231 7568 234
9814 2870 797
9817 7692 562
6344 2618 819
1713 4259 777
7215 1490 319
7567 3481 710
35 1105 96
1490 3011 378
78 7087 421
8319 7463 297
5699 8455 378
2772 1641 523
8648 8089 117
6091 4755 882
8864 3432 226
6349 5861 869
5496 9862 630
9162 9229 281
4652 1383 633
6051 1874 375
8716 5366 141
5381 1866 347
2644 6838 24
5912 3641 412
60 2653 679
3239 8708 458
5909 6650 265
3812 2823 809
7491 2696 852
6143 954 30
6170 3599 909
5255 6577 692
691 8143 559
7738 3236 555
2834 1105 661
2858 3051 265
8220 2230 719
2812 8348 891
5144 4758 564
8752 2195 734
7919 1823 138
4484 5057 309
3295 8948 997
9363 3640 688
7250 5238 581
2068 5964 506
7347 9008 994
2689 973 669
1744 1323 627
543 9698 957
8391 2418 274
1150 2903 928
8531 382 17
3764 7209 90
7437 8728 245
2989 3326 322
5551 9884 27
2157 5514 382
1082 1182 24
1979 828 164
4793 4566 308
1431 3357 985
7212 9878 815
4602 9061 949
90 965 750
4690 3729 316
1498 9046 496
9841 2351 392
8893 7602 386
7470 3222 962
3611 4606 278
8363 4059 137
5007 6489 47
3671 1556 223
7205 6032 473
8353 5700 514
7941 435 640
5848 6573 215
2620 5692 509
6652 2560 538
2524 6964 941
3023 7730 994
8303 3434 806
3241 4075 362
9356 1545 271
4521 5711 651
1985 7903 289
6174 9720 593
3567 5172 448
31 4958 261
2258 9046 566
9855 9229 642
2055 2784 300
1566 7132 835
7652 7154 855
7156 3098 869
1650 2558 422
2823 8348 919
2442 5206 227
7110 6356 285
2439 1634 188
9461 3112 166
7783 9607 551
3164 7203 662
8252 7964 857
1624 273 953
3264 7279 40
9338 1669 551
7132 3565 871
5020 9740 234
9385 2817 664
5681 6089 107
7863 1068 659
2582 5030 158
4136 9022 832
1656 981 860
9380 827 203
4069 3372 87
4188 4139 854
1413 4307 502
2988 4102 1
4917 7561 229
6087 3975 808
6775 1869 773
3661 135 118
5395 1771 464
8033 378 231
3424 5746 38
5134 6360 422
8740 6430 230
5119 6847 75
8390 7220 694
7161 9582 788
8697 7798 282
2919 6657 928
6679 3458 677
804 9170 221
7558 9417 925
4015 9132 521
1939 1308 702
6044 7059 10
217 4241 643
7999 2585 864
3156 7700 838
2145 4918 445
3351 2338 659
6440 42 674
4854 358 392
7235 5324 533
9784 3792 345
1112 2099 50
1294 4701 45
4838 5008 815
8943 2660 119
1502 1116 959
4898 412 798
6040 2943 631
6470 8213 758
6798 2004 121
8565 7601 308
7980 7273 393
1748 7132 948
3736 6227 993
3274 5271 492
6204 6441 532
9112 4567 855
1794 9605 44
7355 4301 895
3326 2513 452
6385 9986 283
5921 2500 618
8507 2806 436
2435 4469 919
3900 2011 575
272 6819 84
554 7280 680
4960 9603 451
1033 1676 947
1788 6636 309
8292 316 831
6151 5965 130
7755 1453 17
443 2475 516
3644 1335 835
1483 9056 200
9901 8481 73
2243 4745 841
6829 7226 258
9600 3948 321
768 9228 761
1598 8898 968
6688 5002 612
956 1832 103
7010 1048 586
3520 9627 859
4551 8141 297
3058 9411 448
350 4614 468
9595 5330 307
9018 4502 654
8341 1401 97
8460 8122 349
3749 6041 118
5187 8335 853
8255 4772 737
5047 6125 254
6754 8406 281
9749 9802 914
3949 7114 966
7620 4213 969
3342 2210 561
2097 9142 16
1302 4216 885
2874 5904 266
3178 6540 474
2850 1572 308
1711 3021 488
8661 6874 45
3131 6423 401
6960 3206 384
9203 4682 413
9331 6550 528
6483 3078 400
2307 8393 797
5531 9112 477
600 1336 247
1246 9149 962
2825 5888 901
4385 7523 487
5446 5119 616
6036 3013 865
8943 2896 175
1451 2550 914
9305 8685 218
7838 5514 886
1678 8595 159
2351 9025 230
5391 4728 310
1345 4382 211
6468 198 972
7135 3603 390
7640 207 452
6146 6 97
3742 6605 260
3940 397 608
1630 7569 727
6873 9535 683
8258 1478 253
7346 4697 219
958 6098 588
521 2041 783
9680 344 644
9611 7948 563
2399 6530 159
8843 7583 273
5664 6539 165
3134 1474 726
9389 5502 614
7105 3174 832
4745 9285 700
5343 776 951
8207 6080 520
1673 624 342
4164 4263 679
4490 7046 797
8582 7298 461
7565 7652 778
9283 5205 943
1798 2871 829
1857 4066 761
2091 3432 139
3425 8077 684
5477 3081 973
5460 7301 494
762 2841 834
948 2858 457
1245 1102 464
505 292 905
7876 6751 517
1411 6777 238
2265 820 601
6731 3896 348
4994 8052 426
6472 938 662
8279 152 331
611 9942 807
7064 3318 227
5499 197 28
1536 908 874
6928 8026 715
8078 6121 858
1616 9598 388
9509 5170 13
6283 4286 420
1072 8186 556
8634 6153 107
8060 1604 415
1674 8159 750
7081 8267 613
407 1897 750
9816 7694 892
4983 749 621
6902 9768 284
45 7775 917
4055 5756 591
7676 6207 106
4849 9885 632
860 5436 315
8896 3847 951
9285 6545 936
9273 477 441
7536 9048 650
9507 2396 639
7831 4979 650
8739 739 722
4743 228 152
5249 977 784
4003 506 933
2698 4301 244
6245 3709 764
8663 9922 789
5332 9612 146
1654 4050 450
8454 6319 975
5670 2515 823
7345 2866 865
9150 4733 958
6073 304 541
4435 8078 54
2001 2673 859
15 6507 856
8975 1052 335
5398 1165 160
6221 2192 953
4974 8876 718
662 9509 900
1995 7529 520
2345 7982 841
1978 3551 909
2520 5033 235
16 888 889
4231 1598 920
2980 7176 649
8546 5370 854
2119 3033 322
6432 2380 870
9287 7340 283
4122 9909 556
3005 2217 630
6094 2490 249
333 1996 207
5017 103 314
5292 1608 759
4617 7646 826
8853 2614 454
1745 1521 358
6585 2946 166
3397 1202 956
109 1496 931
6573 1367 129
4044 7433 680
863 6704 641
7366 1912 32
6502 5581 206
3965 9629 808
7137 5682 804
7435 8711 371
2084 6308 69
4799 6858 289
4783 1921 220
7155 5330 456
4627 3073 885
7874 4975 389
1467 1944 461
1026 9286 455
7005 4200 507
4237 6472 106
3795 8224 718
2564 8374 443
3126 100 493
6264 5619 386
2023 9127 652
1380 6428 676
2556 5041 421
8437 2101 295
5316 7307 851
7669 4714 935
9658 7831 627
2276 2838 944
4160 8196 894
259 6772 727
409 4499 869
8785 8142 384
3500 6996 771
330 7675 421
3220 1519 92
3625 5081 385
3322 6794 381
9445 7444 649
7099 5989 399
1760 3699 71
5054 8500 118
9555 7327 779
6776 5750 585
6850 2814 246
9682 8310 556
6976 5398 257
6316 5167 506
7311 608 512
9225 8373 212
879 2607 58
5665 4882 802
1289 3530 243
8165 4893 453
8806 6706 546
1257 697 750
1084 2831 684
3393 1513 390
2503 8644 840
4946 5922 69
2320 9065 333
7012 3676 128
718 1291 499
5323 560 882
6603 4574 381
7302 3816 274
3046 7663 186
2610 7426 969
5694 2198 611
6434 9204 67
3123 4975 998
5940 4480 546
3869 1641 569
5479 6289 237
5225 211 10
7284 7061 802
6091 4940 512
3806 9383 722
3611 4893 214
5734 9192 779
7826 9388 365
6202 1359 887
163 9425 899
487 9653 559
6361 5161 510
3411 7131 803
9016 9798 774
3430 8017 38
7693 3573 335
7730 9 712
4243 4786 682
2243 7261 821
3375 4670 548
8056 9795 189
3239 5091 408
5619 367 99
4862 5709 938
3164 9463 151
2833 6781 750
4676 1913 383
9649 2420 987
1579 4970 258
8437 6774 277
7454 4642 784
9193 5629 262
215 3641 339
3758 5259 799
3251 7049 270
5606 391 748
5061 4619 14
8403 4461 141
3475 5985 120
6016 5607 123
8325 2944 438
4097 1420 593
7310 8172 313
5998 8616 530
696 5628 431
4295 9203 186
7791 8172 338
2197 4001 907
4227 9966 707
1615 3858 948
4058 4045 35
3228 8576 244
2142 8775 698
8096 5743 882
8164 6118 682
947 3151 682
3778 6966 531
7801 3074 47
5630 674 88
4491 5722 121
7952 2439 526
8654 2858 977
1578 8468 638
2434 6160 130
4971 3562 597
5478 7704 81
7842 5536 805
6520 3394 981
5633 327 990
8051 8000 206
3260 8942 515
1923 7543 793
3673 9843 783
1638 5521 982
2451 1677 196
9153 5200 371
1280 6727 107
8860 710 305
6298 7583 483
4426 5614 309
8931 413 193
8016 2909 82
3346 5640 694
9529 6964 193
1040 1350 542
718 9927 130
258 8630 947
7999 7185 964
9748 4147 282
478 6725 946
9266 4432 541
673 4437 140
7558 3395 758
3438 3983 151
457 9552 277
2149 7974 424
5928 53 446
6867 934 519
1710 8165 977
9576 692 415
2228 8076 790
8048 2866 149
8392 6618 822
2153 8250 898
6880 4554 273
1392 3919 119
7532 5962 584
1604 8379 548
8398 3000 531
3525 2252 17
1511 5382 237
5131 3743 127
771 6851 186
567 1516 943
7824 7935 891
3456 6684 309
3376 2346 569
9753 7598 795
7704 2748 44
5637 9102 845
3423 5474 927
1938 3443 452
1746 1921 742
5476 8521 799
8453 9481 576
2430 779 672
4406 9646 8
8092 9462 776
6898 9381 55
2113 5401 437
6903 1096 443
3934 9191 532
5926 8475 401
2415 6993 268
6085 4874 996
9979 1480 452
277 5297 739
1868 6475 508
7354 2867 607
1964 6012 38
3918 9261 16
2479 841 962
4684 7622 690
5305 955 931
3853 3949 460
4175 7694 455
6348 1912 240
3050 5987 118
5726 9727 838
7524 2377 992
991 6957 750
3534 1123 742
7292 9502 485
2135 1633 713
9643 128 432
6699 4089 516
1994 9626 235
7201 5613 223
9386 5320 93
7202 2978 746
8485 5417 991
1069 5365 893
9929 310 114
4102 6724 959
2870 8195 351
555 7338 128
5276 9182 211
2803 5015 549
2438 8442 274
4172 9599 701
4516 7318 802
2556 4803 269
7186 3484 930
9963 2710 602
3151 7275 135
3501 5443 178
6473 4996 414
7783 6495 159
5981 793 436
4106 2888 939
8607 5464 699
3389 6247 279
2214 2105 907
5891 7548 526
8628 9785 212
2250 2901 660
5509 8902 272
38 7096 191
1129 4258 94
3467 1787 843
4863 9011 512
5354 9801 255
4770 4589 807
5674 891 715
9270 1859 587
729 374 169
9278 4228 887
8655 1280 842
9596 7040 198
3967 8008 558
5590 7444 48
5001 4195 869
1921 6514 669
5839 9060 305
1651 3258 975
9918 5307 289
4491 4464 625
1421 3835 798
710 1390 628
6256 5733 589
3058 7143 348
4409 4059 641
2696 8456 523
4837 2942 592
1816 9057 179
502 3961 377
8418 8423 488
2225 9070 974
6871 9506 480
2709 687 382
1411 302 666
5209 2344 27
9866 983 801
3008 2110 312
4822 1776 519
2587 6693 665
2544 8888 675
4837 5229 180
2192 7357 169
7296 6594 185
2079 4964 395
2220 9034 332
9045 3934 414
6059 1439 542
5403 9929 956
7485 1551 784
8777 9077 807
9380 1926 582
4184 9985 100
2489 5379 330
6676 309 552
1603 1653 185
6905 4259 325
907 2383 767
4480 2047 381
5692 5624 668
2517 7485 472
716 5566 312
5262 8409 104
5153 910 362
8693 6614 701
5834 9075 569
9678 5939 461
4485 2260 907
1152 4999 644
1387 3196 673
7054 642 42
8665 4635 568
8839 2958 421
9130 8822 93
2184 4082 106
2273 7243 657
19 3902 53
3692 174 741
3881 2501 387
8704 2444 161
8642 9439 408
7846 4552 5
3802 5176 312
9158 7975 947
570 5961 447
2069 7383 133
9219 9822 825
8669 5428 984
118 8018 566
9015 2438 10
5532 7832 732
6518 6109 581
450 8084 47
2017 7684 79
1449 9338 410
5273 3812 268
7333 1280 456
8831 9152 955
7281 9503 316
8688 9875 553
5681 7969 999
3560 7059 78
6772 2026 522
5661 2066 556
6922 3417 982
3908 3631 247
3634 5591 24
6575 4483 294
925 248 541
6857 4924 942
9192 6383 612
4912 9403 706
2783 7718 466
7600 4685 411
656 1597 478
5287 3049 652
8305 452 875
8001 2879 237
4442 6049 756
9867 1822 337
102 9535 362
5722 6346 613
1840 5538 339
5394 5002 146
2880 379 604
1032 7564 556
5141 3600 960
8222 1702 3
6115 3533 419
8763 4226 980
5427 4152 548
418 1229 969
8738 4321 713
9185 5908 75
9462 9105 957
6266 9431 263
301 5673 427
401 4838 261
266 6016 51
9532 962 243
9040 8668 669
7514 1557 609
5542 1171 546
4174 5707 101
2352 1277 760
7517 7362 814
3868 2926 949
8724 4504 958
8495 5572 840
7770 4110 419
9157 9404 870
3262 1391 880
403 8889 550
9418 940 150
7198 5629 190
6689 6743 867
9689 4848 440
3154 47 699
1513 8925 136
2097 4185 454
9706 2858 732
85 447 614
5972 5242 19
987 7069 270
3885 3959 603
1734 7391 215
1229 3760 111
3771 3652 102
7195 9579 116
5313 7124 324
7785 2659 815
6591 7716 718
2580 5308 390
7339 3020 549
1663 1584 464
9193 8094 108
1200 3939 686
6068 2102 86
6754 7743 484
6184 2241 625
6935 8128 191
7596 4715 564
1560 9829 919
9122 2617 337
